bacterium_id,angle,max_intensity,region,filename,threshold_used
9763,327.3716213534739,221.2,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9819,136.43331448121918,232.11111111111111,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9875,182.95006926824985,292.3333333333333,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9931,341.4991998106468,484.3333333333333,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
9987,182.6040244947714,297.0,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10043,339.4628787412546,346.22222222222223,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10100,129.75118748444208,296.875,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10156,139.97047017597723,571.2,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10212,179.451964831945,328.6,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10268,317.945383190936,313.2,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10324,334.6120937089042,291.6,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10380,162.55827577667367,279.1666666666667,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10436,342.73389639566665,382.0,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10492,357.99770808613783,309.3333333333333,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10548,199.72127195150048,247.6,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10605,328.0057705575707,257.8,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10661,7.393294449393713,424.1666666666667,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10717,337.8192147176604,511.4,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10773,325.6487159477835,397.25,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10829,134.69627777637083,302.5,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10885,153.6597471966978,200.22222222222223,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
10941,210.7107235661778,255.6,edge,251007-1_943_0p5agarose_LB_OD0p5_5s_4h30_100X_2003_Composite-final.tif,170.81287230916448
